year,state,party,candidatevotes,totalvotes
2008,New York,socialist workers,3615,7722019
2008,New York,socialism and liberation party,1639,7722019
2008,New York,,702,7722019
2008,North Carolina,democrat,2142651,4310851
2008,North Carolina,republican,2128474,4310851
2008,North Carolina,libertarian,25722,4310851
2008,North Carolina,,12494,4310851
2008,North Carolina,independent,1510,4310851
2008,North Dakota,republican,168601,316621
2008,North Dakota,democrat,141278,316621
2008,North Dakota,independent,4189,316621
2008,North Dakota,libertarian,1354,316621
2008,North Dakota,constitution party,1199,316621
2008,Ohio,democrat,2940044,5708350
2008,Ohio,republican,2677820,5708350
2008,Ohio,independent,46242,5708350
2008,Ohio,libertarian,19917,5708350
2008,Ohio,constitution party,12565,5708350
2008,Ohio,green,8518,5708350
2008,Ohio,socialist,2735,5708350
2008,Ohio,independent,509,5708350
2008,Oklahoma,republican,960165,1462661
2008,Oklahoma,democrat,502496,1462661
2008,Oregon,democrat,1037291,1827864
2008,Oregon,republican,738475,1827864
2008,Oregon,peace party,18614,1827864
2008,Oregon,,13613,1827864
2008,Oregon,constitution party,7693,1827864
2008,Oregon,libertarian,7635,1827864
2008,Oregon,green,4543,1827864
2008,Pennsylvania,democrat,3276363,6013272
2008,Pennsylvania,republican,2655885,6013272
2008,Pennsylvania,independent,42977,6013272
2008,Pennsylvania,libertarian,19912,6013272
2008,Pennsylvania,,9955,6013272
2008,Pennsylvania,,8180,6013272
2008,Rhode Island,democrat,296571,471766
2008,Rhode Island,republican,165391,471766
2008,Rhode Island,independent,4829,471766
2008,Rhode Island,,1999,471766
2008,Rhode Island,libertarian,1382,471766
2008,Rhode Island,green,797,471766
2008,Rhode Island,constitution party,675,471766
2008,Rhode Island,socialism and liberation party,122,471766
2008,South Carolina,republican,1034896,1920969
2008,South Carolina,democrat,862449,1920969
2008,South Carolina,libertarian,7283,1920969
2008,South Carolina,constitution party,6827,1920969
2008,South Carolina,independent,5053,1920969
2008,South Carolina,green,4461,1920969
2008,South Dakota,republican,203054,381975
2008,South Dakota,democrat,170924,381975
2008,South Dakota,independent,4267,381975
2008,South Dakota,constitution party,1895,381975
2008,South Dakota,libertarian,1835,381975
2008,Tennessee,republican,1479178,2599749
2008,Tennessee,democrat,1087437,2599749
2008,Tennessee,independent,33134,2599749
2008,Texas,republican,4479328,8077795
2008,Texas,democrat,3528633,8077795
2008,Texas,libertarian,56116,8077795
2008,Texas,,7967,8077795
2008,Texas,independent,5751,8077795
2008,Utah,republican,596030,952370
2008,Utah,democrat,327670,952370
2008,Utah,constitution party,12012,952370
2008,Utah,peace & freedom,8416,952370
2008,Utah,libertarian,6966,952370
2008,Utah,green,982,952370
2008,Utah,socialism and liberation party,262,952370
2008,Utah,,32,952370
2008,Vermont,democrat,219262,325046
2008,Vermont,republican,98974,325046
2008,Vermont,independent,3339,325046
2008,Vermont,,1464,325046
2008,Vermont,libertarian,1067,325046
2008,Vermont,constitution party,500,325046
2008,Vermont,socialist workers,150,325046
2008,Vermont,socialism and liberation party,149,325046
2008,Vermont,liberty union party,141,325046
2008,Virginia,democrat,1959532,3723260
2008,Virginia,republican,1725005,3723260
2008,Virginia,independent,11483,3723260
2008,Virginia,libertarian,11067,3723260
2008,Virginia,independent green,7474,3723260
2008,Virginia,,6355,3723260
2008,Virginia,green,2344,3723260
2008,Washington,democrat,1750848,3036878
2008,Washington,republican,1229216,3036878
2008,Washington,independent,29489,3036878
2008,Washington,libertarian,12728,3036878
2008,Washington,constitution party,9432,3036878
2008,Washington,green,3819,3036878
2008,Washington,socialism and liberation party,705,3036878
2008,Washington,socialist workers,641,3036878
2008,West Virginia,republican,397466,713451
2008,West Virginia,democrat,303857,713451
2008,West Virginia,independent,7219,713451
2008,West Virginia,constitution party,2465,713451
2008,West Virginia,mountain party,2355,713451
2008,West Virginia,,89,713451
2008,Wisconsin,democrat,1677211,2983417
2008,Wisconsin,republican,1262393,2983417
2008,Wisconsin,independent,17605,2983417
2008,Wisconsin,libertarian,8858,2983417
2008,Wisconsin,,6521,2983417
2008,Wisconsin,constitution party,5072,2983417
2008,Wisconsin,green,4216,2983417
2008,Wisconsin,we the people,764,2983417
2008,Wisconsin,socialist party usa,540,2983417
2008,Wisconsin,socialism and liberation party,237,2983417
2008,Wyoming,republican,164958,254904
2008,Wyoming,democrat,82868,254904
2008,Wyoming,independent,3717,254904
2008,Wyoming,libertarian,1594,254904
2008,Wyoming,,1521,254904
2008,Wyoming,,246,254904
2012,Alabama,republican,1255925,2074338
2012,Alabama,democrat,795696,2074338
2012,Alabama,independent,18706,2074338
2012,Alabama,,4011,2074338
2012,Alaska,republican,164676,300495
2012,Alaska,democrat,122640,300495
2012,Alaska,libertarian,7392,300495
2012,Alaska,green,2917,300495
2012,Alaska,,2870,300495
2012,Arizona,republican,1233654,2299254
2012,Arizona,democrat,1025232,2299254
2012,Arizona,libertarian,32100,2299254
2012,Arizona,green,7816,2299254
2012,Arizona,,452,2299254
2012,Arkansas,republican,647744,1069468
2012,Arkansas,democrat,394409,1069468
2012,Arkansas,libertarian,16276,1069468
2012,Arkansas,green,9305,1069468
2012,Arkansas,socialism and liberation party,1734,1069468
2012,California,democrat,7854285,13038547
2012,California,republican,4839958,13038547
2012,California,libertarian,143221,13038547
2012,California,green,85638,13038547
2012,California,peace & freedom,53824,13038547
2012,California,american independent party,38372,13038547
2012,California,,23249,13038547
2012,Colorado,democrat,1323101,2569516
2012,Colorado,republican,1185243,2569516
2012,Colorado,libertarian,35545,2569516
2012,Colorado,green,7508,2569516
2012,Colorado,american constitution party,6234,2569516
2012,Colorado,peace & freedom,5057,2569516
2012,Colorado,no party affiliation,2588,2569516
2012,Colorado,justice,1262,2569516
2012,Colorado,we the people,791,2569516
2012,Colorado,america's party,679,2569516
2012,Colorado,socialism and liberation party,317,2569516
2012,Colorado,socialist,308,2569516
2012,Colorado,american third position,267,2569516
2012,Colorado,objectivist party,235,2569516
2012,Colorado,socialist workers,192,2569516
2012,Colorado,socialist equality party,189,2569516
2012,Connecticut,democrat,905083,1558204
2012,Connecticut,republican,634892,1558204
2012,Connecticut,libertarian,12340,1558204
2012,Connecticut,independent,4971,1558204
2012,Connecticut,,918,1558204
2012,Delaware,democrat,242584,413890
2012,Delaware,republican,165484,413890
2012,Delaware,libertarian,3882,413890
2012,Delaware,green,1940,413890
2012,District of Columbia,democrat,267070,293764
2012,District of Columbia,republican,21381,293764
2012,District of Columbia,d.c. statehood green,2458,293764
2012,District of Columbia,libertarian,2083,293764
2012,District of Columbia,,772,293764
2012,Florida,democrat,4237756,8474179
2012,Florida,republican,4163447,8474179
2012,Florida,libertarian,44726,8474179
2012,Florida,green,8947,8474179
2012,Florida,peace & freedom,8154,8474179
2012,Florida,objectivist party,3856,8474179
2012,Florida,constitution party,2607,8474179
2012,Florida,justice,1754,8474179
2012,Florida,american independent,946,8474179
2012,Florida,reform party,820,8474179
2012,Florida,socialist,799,8474179
2012,Florida,socialism and liberation party,322,8474179
2012,Florida,,45,8474179
2012,Georgia,republican,2078688,3897839
2012,Georgia,democrat,1773827,3897839
2012,Georgia,libertarian,45324,3897839
2012,Hawaii,democrat,306658,437159
2012,Hawaii,republican,121015,437159
2012,Hawaii,libertarian,3840,437159
2012,Hawaii,green,3184,437159
2012,Hawaii,,2227,437159
2012,Hawaii,,235,437159
2012,Idaho,republican,420911,652274
2012,Idaho,democrat,212787,652274
2012,Idaho,libertarian,9453,652274
2012,Idaho,independent,6901,652274
2012,Idaho,constitution party,2222,652274
2012,Illinois,democrat,3019512,5242014
2012,Illinois,republican,2135216,5242014
2012,Illinois,libertarian,56229,5242014
2012,Illinois,green,30222,5242014
2012,Illinois,,835,5242014
2012,Indiana,republican,1420543,2624534
2012,Indiana,democrat,1152887,2624534
2012,Indiana,libertarian,50111,2624534
2012,Indiana,,993,2624534
2012,Iowa,democrat,822544,1582180
2012,Iowa,republican,730617,1582180
2012,Iowa,libertarian,12926,1582180
2012,Iowa,,7442,1582180
2012,Iowa,green,3769,1582180
2012,Iowa,constitution party,3038,1582180
2012,Iowa,nominated by petition,1027,1582180
2012,Iowa,socialist workers,445,1582180
2012,Iowa,socialism and liberation party,372,1582180
2012,Kansas,republican,692634,1159971
2012,Kansas,democrat,440726,1159971
2012,Kansas,libertarian,20456,1159971
2012,Kansas,reform party,5017,1159971
2012,Kansas,,1138,1159971
2012,Kentucky,republican,1087190,1797212
2012,Kentucky,democrat,679370,1797212
2012,Kentucky,libertarian,17063,1797212
2012,Kentucky,independent,6872,1797212
2012,Kentucky,green,6337,1797212
2012,Kentucky,,380,1797212
2012,Louisiana,republican,1152262,1994065
2012,Louisiana,democrat,809141,1994065
2012,Louisiana,libertarian,18157,1994065
2012,Louisiana,green,6978,1994065
2012,Louisiana,constitution party,2508,1994065
2012,Louisiana,we the people,1767,1994065
2012,Louisiana,justice,1368,1994065
2012,Louisiana,socialism and liberation party,622,1994065
2012,Louisiana,prohibition,518,1994065
2012,Louisiana,socialist workers,389,1994065
2012,Louisiana,socialist equality party,355,1994065
2012,Maine,democrat,401306,724758
2012,Maine,republican,292276,724758
2012,Maine,,11578,724758
2012,Maine,libertarian,9352,724758
2012,Maine,green,8119,724758
2012,Maine,,2127,724758
2012,Maryland,democrat,1677844,2707327
2012,Maryland,republican,971869,2707327
2012,Maryland,libertarian,30195,2707327
2012,Maryland,green,17110,2707327
2012,Maryland,,10309,2707327
2012,Massachusetts,democrat,1921290,3184196
2012,Massachusetts,republican,1188314,3184196
2012,Massachusetts,libertarian,30920,3184196
2012,Massachusetts,green-rainbow,20691,3184196
2012,Massachusetts,,16429,3184196
2012,Massachusetts,,6552,3184196
2012,Michigan,democrat,2564569,4730961
2012,Michigan,republican,2115256,4730961
2012,Michigan,green,21897,4730961
2012,Michigan,u.s. taxpayers party,16119,4730961
2012,Michigan,,7973,4730961
2012,Michigan,natural law,5147,4730961
2012,Minnesota,democratic-farmer-labor,1546167,2936561
2012,Minnesota,republican,1320225,2936561
2012,Minnesota,libertarian,35098,2936561
2012,Minnesota,green,13023,2936561
2012,Minnesota,,10641,2936561
2012,Minnesota,constitution party,3722,2936561
2012,Minnesota,grassroots,3149,2936561
2012,Minnesota,justice,1996,2936561
2012,Minnesota,constitutional government,1092,2936561
2012,Minnesota,socialist workers,1051,2936561
2012,Minnesota,socialism and liberation party,397,2936561
2012,Mississippi,republican,710746,1285584
2012,Mississippi,democrat,562949,1285584
2012,Mississippi,libertarian,6676,1285584
2012,Mississippi,constitution party,2609,1285584
2012,Mississippi,green,1588,1285584
2012,Mississippi,reform party,1016,1285584
2012,Missouri,republican,1482440,2757323
2012,Missouri,democrat,1223796,2757323
2012,Missouri,libertarian,43151,2757323
2012,Missouri,constitution party,7936,2757323
2012,Montana,republican,267928,484048
2012,Montana,democrat,201839,484048
2012,Montana,libertarian,14165,484048
2012,Montana,,116,484048
2012,Nebraska,republican,475064,794379
2012,Nebraska,democrat,302081,794379
2012,Nebraska,libertarian,11109,794379
2012,Nebraska,,3717,794379
2012,Nebraska,nominated by petition,2408,794379
2012,Nevada,democrat,531373,1014918
2012,Nevada,republican,463567,1014918
2012,Nevada,libertarian,10968,1014918
2012,Nevada,,5770,1014918
2012,Nevada,independent american,3240,1014918
2012,New Hampshire,democrat,369561,710972
2012,New Hampshire,republican,329918,710972
2012,New Hampshire,libertarian,8212,710972
2012,New Hampshire,,1698,710972
2012,New Hampshire,,875,710972
2012,New Hampshire,constitution party,708,710972
2012,New Jersey,democrat,2122786,3638499
2012,New Jersey,republican,1478088,3638499
2012,New Jersey,libertarian,21035,3638499
2012,New Jersey,green,9886,3638499
2012,New Jersey,constitution party,2063,3638499
2012,New Jersey,justice,1723,3638499
2012,New Jersey,nsa did 911,1024,3638499
2012,New Jersey,socialist workers,709,3638499
2012,New Jersey,american third position,664,3638499
2012,New Jersey,socialism and liberation party,521,3638499
2012,New Mexico,democrat,415335,783758
2012,New Mexico,republican,335788,783758
2012,New Mexico,libertarian,27788,783758
2012,New Mexico,green,2691,783758
2012,New Mexico,new mexico independent party,1174,783758
2012,New Mexico,constitution party,982,783758
2012,New York,democrat,4324228,7116784
2012,New York,republican,2223397,7116784
2012,New York,conservative,262035,7116784
2012,New York,working families,147643,7116784
2012,New York,,63881,7116784
2012,New York,libertarian,47092,7116784
2012,New York,green,39856,7116784
2012,New York,constitution party,6270,7116784
2012,New York,socialism and liberation party,2039,7116784
2012,New York,,343,7116784
2012,North Carolina,republican,2270395,4505372
2012,North Carolina,democrat,2178391,4505372
2012,North Carolina,libertarian,44515,4505372
2012,North Carolina,,12071,4505372
2012,North Dakota,republican,188320,322932
2012,North Dakota,democrat,124966,322932
2012,North Dakota,libertarian,5238,322932
2012,North Dakota,,1860,322932
2012,North Dakota,constitution party,1186,322932
2012,North Dakota,green,1362,322932
2012,Ohio,democrat,2827621,5580822
2012,Ohio,republican,2661407,5580822
2012,Ohio,libertarian,49493,5580822
2012,Ohio,green,18574,5580822
2012,Ohio,independent,12502,5580822
2012,Ohio,constitution party,8151,5580822
2012,Ohio,socialist,2967,5580822
2012,Ohio,,107,5580822
2012,Oklahoma,republican,891325,1334872
2012,Oklahoma,democrat,443547,1334872
2012,Oregon,democrat,970488,1789270
2012,Oregon,republican,754175,1789270
2012,Oregon,libertarian,24089,1789270
2012,Oregon,pacific green,19427,1789270
2012,Oregon,,13275,1789270
2012,Oregon,constitution party,4432,1789270
2012,Oregon,progressive,3384,1789270
2012,Pennsylvania,democrat,2990274,5742040
2012,Pennsylvania,republican,2680434,5742040
2012,Pennsylvania,libertarian,49991,5742040
2012,Pennsylvania,green,21341,5742040
2012,Rhode Island,democrat,279677,446049
2012,Rhode Island,republican,157204,446049
2012,Rhode Island,libertarian,4388,446049
2012,Rhode Island,green,2421,446049
2012,Rhode Island,,1381,446049
2012,Rhode Island,constitution party,430,446049
2012,Rhode Island,justice,416,446049
2012,Rhode Island,socialism and liberation party,132,446049
2012,South Carolina,republican,1071645,1964118
2012,South Carolina,democrat,865941,1964118
2012,South Carolina,libertarian,16321,1964118
2012,South Carolina,green,5446,1964118
2012,South Carolina,constitution party,4765,1964118
2012,South Dakota,republican,210610,363815
2012,South Dakota,democrat,145039,363815
2012,South Dakota,libertarian,5795,363815
2012,South Dakota,constitution party,2371,363815
2012,Tennessee,republican,1462330,2458577
2012,Tennessee,democrat,960709,2458577
2012,Tennessee,independent,23001,2458577
2012,Tennessee,green,6515,2458577
2012,Tennessee,constitution party,6022,2458577
2012,Texas,republican,4569843,7993851
2012,Texas,democrat,3308124,7993851
2012,Texas,libertarian,88580,7993851
2012,Texas,green,24657,7993851
2012,Texas,,2647,7993851
2012,Utah,republican,740600,1017440
2012,Utah,democrat,251813,1017440
2012,Utah,libertarian,12572,1017440
2012,Utah,justice,5335,1017440
2012,Utah,green,3817,1017440
2012,Utah,constitution party,2871,1017440
2012,Utah,no party affiliation,393,1017440
2012,Utah,,39,1017440
2012,Vermont,democrat,199239,299290
2012,Vermont,republican,92698,299290
2012,Vermont,libertarian,3487,299290
2012,Vermont,,2043,299290
2012,Vermont,justice,1128,299290
2012,Vermont,socialism and liberation party,695,299290
2012,Virginia,democrat,1971820,3854489
2012,Virginia,republican,1822522,3854489
2012,Virginia,libertarian,31216,3854489
2012,Virginia,constitution party,13058,3854489
2012,Virginia,green,8627,3854489
2012,Virginia,,7246,3854489
2012,Washington,democrat,1755396,3125516
2012,Washington,republican,1290670,3125516
2012,Washington,libertarian,42202,3125516
2012,Washington,green,20928,3125516
2012,Washington,constitution party,8851,3125516
2012,Washington,justice,4946,3125516
2012,Washington,socialism and liberation party,1318,3125516
2012,Washington,socialist workers,1205,3125516
2012,West Virginia,republican,417655,670438
2012,West Virginia,democrat,238269,670438
2012,West Virginia,libertarian,6302,670438
2012,West Virginia,mountain party,4406,670438
2012,West Virginia,no party affiliation,3806,670438
2012,Wisconsin,democrat,1620985,3071434
2012,Wisconsin,republican,1410966,3071434
2012,Wisconsin,independent,29383,3071434
2012,Wisconsin,,5170,3071434
2012,Wisconsin,constitution party,4930,3071434
2012,Wyoming,republican,170962,250701
2012,Wyoming,democrat,69286,250701
2012,Wyoming,libertarian,5326,250701
2012,Wyoming,,2035,250701
2012,Wyoming,constitution party,1452,250701
2012,Wyoming,,1367,250701
2012,Wyoming,,273,250701
2016,Alabama,republican,1318255,2123372
2016,Alabama,democrat,729547,2123372
2016,Alabama,libertarian,44467,2123372
2016,Alabama,,21712,2123372
2016,Alabama,green,9391,2123372
2016,Alaska,republican,163387,318608
2016,Alaska,democrat,116454,318608
2016,Alaska,libertarian,18725,318608
2016,Alaska,,9201,318608
2016,Alaska,green,5735,318608
2016,Alaska,constitution party,3866,318608
2016,Alaska,no party affiliation,1240,318608
2016,Arizona,republican,1252401,2573165
2016,Arizona,democrat,1161167,2573165
2016,Arizona,libertarian,106327,2573165
2016,Arizona,green,34345,2573165
2016,Arizona,independent,17473,2573165
2016,Arizona,constitution party,1058,2573165
2016,Arizona,no party affiliation,311,2573165
2016,Arizona,democrat,42,2573165
2016,Arizona,american delta party,29,2573165
2016,Arizona,we the people,12,2573165
2016,Arkansas,republican,684872,1130635
2016,Arkansas,democrat,380494,1130635
2016,Arkansas,libertarian,29829,1130635
2016,Arkansas,better for america,13255,1130635
2016,Arkansas,green,9473,1130635
2016,Arkansas,prohibition,4709,1130635
2016,Arkansas,constitution party,4613,1130635
2016,Arkansas,independent,3390,1130635
2016,California,democrat,8753788,14181595
2016,California,republican,4483810,14181595
2016,California,libertarian,478500,14181595
2016,California,green,278657,14181595
2016,California,,120739,14181595
2016,California,peace & freedom,66101,14181595
2016,Colorado,democrat,1338870,2780220
2016,Colorado,republican,1202484,2780220
2016,Colorado,libertarian,144121,2780220
2016,Colorado,green,38437,2780220
2016,Colorado,unaffiliated,31485,2780220
2016,Colorado,american constitution party,11699,2780220
2016,Colorado,veterans party of america,5028,2780220
2016,Colorado,american delta party,1255,2780220
2016,Colorado,independent american,1096,2780220
2016,Colorado,independent people of colorado,872,2780220
2016,Colorado,american solidarity party,862,2780220
2016,Colorado,nutrition party,751,2780220
2016,Colorado,america's party,710,2780220
2016,Colorado,socialism and liberation party,531,2780220
2016,Colorado,socialist workers,452,2780220
2016,Colorado,kotlikoff for president,392,2780220
2016,Colorado,nonviolent resistance/pacifist,382,2780220
2016,Colorado,approval voting party,337,2780220
2016,Colorado,socialist party usa,271,2780220
2016,Colorado,prohibition,185,2780220
2016,Connecticut,democrat,897572,1644920
2016,Connecticut,republican,673215,1644920
2016,Connecticut,libertarian,48676,1644920
2016,Connecticut,green,22841,1644920
2016,Connecticut,,2616,1644920
2016,Delaware,democrat,235603,441590
2016,Delaware,republican,185127,441590
2016,Delaware,libertarian,14757,441590
2016,Delaware,green,6103,441590
2016,District of Columbia,democrat,282830,312575
2016,District of Columbia,republican,12723,312575
2016,District of Columbia,,6551,312575
2016,District of Columbia,libertarian,4906,312575
2016,District of Columbia,green,4258,312575
2016,District of Columbia,,1064,312575
2016,District of Columbia,,243,312575
2016,Florida,republican,4617886,9420039
2016,Florida,democrat,4504975,9420039
2016,Florida,libertarian,207043,9420039
2016,Florida,green,64399,9420039
2016,Florida,constitution party,16475,9420039
2016,Florida,reform party,9108,9420039
2016,Florida,,153,9420039
2016,Georgia,republican,2089104,4114732
2016,Georgia,democrat,1877963,4114732
2016,Georgia,libertarian,125306,4114732
2016,Georgia,,22359,4114732
2016,Hawaii,democrat,266891,437664
2016,Hawaii,republican,128847,437664
2016,Hawaii,libertarian,15954,437664
2016,Hawaii,green,12737,437664
2016,Hawaii,,8289,437664
2016,Hawaii,constitution party,4508,437664
2016,Hawaii,,438,437664
2016,Idaho,republican,409055,690255
2016,Idaho,democrat,189765,690255
2016,Idaho,independent,60748,690255
2016,Idaho,libertarian,28331,690255
2016,Idaho,constitution party,2356,690255
2016,Illinois,democrat,3090729,5536424
2016,Illinois,republican,2146015,5536424
2016,Illinois,libertarian,209596,5536424
2016,Illinois,green,76802,5536424
2016,Illinois,,13282,5536424
2016,Indiana,republican,1557286,2734958
2016,Indiana,democrat,1033126,2734958
2016,Indiana,libertarian,133993,2734958
2016,Indiana,green,7841,2734958
2016,Indiana,constitution party,1937,2734958
2016,Indiana,independent,718,2734958
2016,Indiana,socialist party usa,57,2734958
2016,Iowa,republican,800983,1565580
2016,Iowa,democrat,653669,1565580
2016,Iowa,libertarian,59186,1565580
2016,Iowa,,17746,1565580
2016,Iowa,nominated by petition,12366,1565580
2016,Iowa,green,11479,1565580
2016,Iowa,constitution party,5335,1565580
2016,Iowa,new independent party iowa,2247,1565580
2016,Iowa,legal marijuana now,2246,1565580
2016,Iowa,socialism and liberation party,323,1565580
2016,Kansas,republican,671018,1184402
2016,Kansas,democrat,427005,1184402
2016,Kansas,libertarian,55406,1184402
2016,Kansas,independent,23506,1184402
2016,Kansas,,7467,1184402
2016,Kentucky,republican,1202971,1924149
2016,Kentucky,democrat,628854,1924149
2016,Kentucky,libertarian,53752,1924149
2016,Kentucky,independent,22780,1924149
2016,Kentucky,green,13913,1924149
2016,Kentucky,american delta party,1128,1924149
2016,Kentucky,,751,1924149
2016,Louisiana,republican,1178638,2029032
2016,Louisiana,democrat,780154,2029032
2016,Louisiana,libertarian,37978,2029032
2016,Louisiana,,18231,2029032
2016,Louisiana,green,14031,2029032
2016,Maine,democrat,357735,771892
2016,Maine,republican,335593,771892
2016,Maine,libertarian,38105,771892
2016,Maine,,23965,771892
2016,Maine,green,14251,771892
2016,Maine,unenrolled,2243,771892
2016,Maryland,democrat,1677928,2781446
2016,Maryland,republican,943169,2781446
2016,Maryland,libertarian,79605,2781446
2016,Maryland,green,35945,2781446
2016,Maryland,,33263,2781446
2016,Maryland,,10921,2781446
2016,Maryland,no party affiliation,278,2781446
2016,Maryland,republican,259,2781446
2016,Maryland,democrat,78,2781446
2016,Massachusetts,democrat,1995196,3378821
2016,Massachusetts,republican,1090893,3378821
2016,Massachusetts,libertarian,138018,3378821
2016,Massachusetts,,53775,3378821
2016,Massachusetts,,50488,3378821
2016,Massachusetts,green,47661,3378821
2016,Massachusetts,,2790,3378821
2016,Michigan,republican,2279543,4799284
2016,Michigan,democrat,2268839,4799284
2016,Michigan,libertarian,172136,4799284
2016,Michigan,green,51463,4799284
2016,Michigan,u.s. taxpayers party,16139,4799284
2016,Michigan,,8955,4799284
2016,Michigan,natural law,2209,4799284
2016,Minnesota,democrat,1367705,2944782
2016,Minnesota,republican,1322949,2944782
2016,Minnesota,libertarian,112972,2944782
2016,Minnesota,independence,53075,2944782
2016,Minnesota,green,36986,2944782
2016,Minnesota,,27247,2944782
2016,Minnesota,legal marijuana now,11291,2944782
2016,Minnesota,constitution party,9456,2944782
2016,Minnesota,socialist workers,1671,2944782
2016,Minnesota,american delta party,1430,2944782
2016,Mississippi,republican,700714,1209357
2016,Mississippi,democrat,485131,1209357
2016,Mississippi,libertarian,14435,1209357
2016,Mississippi,constitution party,3987,1209357
2016,Mississippi,green,3731,1209357
2016,Mississippi,prohibition,715,1209357
2016,Mississippi,american delta party,644,1209357
2016,Missouri,republican,1594511,2808605
2016,Missouri,democrat,1071068,2808605
2016,Missouri,libertarian,97359,2808605
2016,Missouri,green,25419,2808605
2016,Missouri,constitution party,13092,2808605
2016,Missouri,,7156,2808605
2016,Montana,republican,279240,494526
2016,Montana,democrat,177709,494526
2016,Montana,libertarian,28037,494526
2016,Montana,green,7970,494526
2016,Montana,american delta party,1570,494526
2016,Nebraska,republican,495961,844227
2016,Nebraska,democrat,284494,844227
2016,Nebraska,libertarian,38946,844227
2016,Nebraska,,16051,844227
2016,Nebraska,nominated by petition,8775,844227
2016,Nevada,democrat,539260,1125385
2016,Nevada,republican,512058,1125385
2016,Nevada,libertarian,37384,1125385
2016,Nevada,,28863,1125385
2016,Nevada,independent american,5268,1125385
2016,Nevada,no party affiliation,2552,1125385
2016,New Hampshire,democrat,348526,744296
2016,New Hampshire,republican,345790,744296
2016,New Hampshire,libertarian,30777,744296
2016,New Hampshire,,9618,744296
2016,New Hampshire,green,6496,744296
2016,New Hampshire,,2411,744296
2016,New Hampshire,american delta party,678,744296
2016,New Jersey,democrat,2148278,3874046
2016,New Jersey,republican,1601933,3874046
2016,New Jersey,libertarian,72477,3874046
2016,New Jersey,green,37772,3874046
2016,New Jersey,constitution party,6161,3874046
2016,New Jersey,socialist workers,2156,3874046
2016,New Jersey,american delta party,1838,3874046
2016,New Jersey,workers world party,1749,3874046
2016,New Jersey,socialism and liberation party,1682,3874046
2016,New Mexico,democrat,385234,798319
2016,New Mexico,republican,319667,798319
2016,New Mexico,libertarian,74541,798319
2016,New Mexico,green,9879,798319
2016,New Mexico,better for america,5825,798319
2016,New Mexico,constitution party,1514,798319
2016,New Mexico,socialism and liberation party,1184,798319
2016,New Mexico,american delta party,475,798319
2016,New York,democrat,4379789,7802084
2016,New York,republican,2527142,7802084
2016,New York,conservative,292392,7802084
2016,New York,working families,140041,7802084
2016,New York,independence,119156,7802084
2016,New York,green,107934,7802084
2016,New York,,77179,7802084
2016,New York,libertarian,57442,7802084
2016,New York,,48447,7802084
2016,New York,women's equality,36294,7802084
2016,New York,,12816,7802084
2016,New York,,3452,7802084
2016,North Carolina,republican,2362631,4741564
2016,North Carolina,democrat,2189316,4741564
2016,North Carolina,libertarian,130126,4741564
2016,North Carolina,,47386,4741564
2016,North Carolina,,12105,4741564
2016,North Dakota,republican,216794,344360
2016,North Dakota,democrat,93758,344360
2016,North Dakota,libertarian,21434,344360
2016,North Dakota,,6397,344360
2016,North Dakota,green,3780,344360
2016,North Dakota,constitution party,1833,344360
2016,North Dakota,american delta party,364,344360
2016,Ohio,republican,2841005,5496487
2016,Ohio,democrat,2394164,5496487
2016,Ohio,no party affiliation,198733,5496487
2016,Ohio,green,46271,5496487
2016,Ohio,,16314,5496487
2016,Oklahoma,republican,949136,1452992
2016,Oklahoma,democrat,420375,1452992
2016,Oklahoma,libertarian,83481,1452992
2016,Oregon,democrat,1002106,2001336
2016,Oregon,republican,782403,2001336
2016,Oregon,libertarian,94231,2001336
2016,Oregon,,72594,2001336
2016,Oregon,green,50002,2001336
2016,Pennsylvania,republican,2970733,6115402
2016,Pennsylvania,democrat,2926441,6115402
2016,Pennsylvania,libertarian,146715,6115402
2016,Pennsylvania,green,49941,6115402
2016,Pennsylvania,constitution party,21572,6115402
2016,Rhode Island,democrat,252525,464144
2016,Rhode Island,republican,180543,464144
2016,Rhode Island,libertarian,14746,464144
2016,Rhode Island,,9439,464144
2016,Rhode Island,green,6220,464144
2016,Rhode Island,american delta party,671,464144
2016,South Carolina,republican,1155389,2103027
2016,South Carolina,democrat,855373,2103027
2016,South Carolina,libertarian,49204,2103027
2016,South Carolina,independence,21016,2103027
2016,South Carolina,green,13034,2103027
2016,South Carolina,constitution party,5765,2103027
2016,South Carolina,american,3246,2103027
2016,South Dakota,republican,227721,370093
2016,South Dakota,democrat,117458,370093
2016,South Dakota,libertarian,20850,370093
2016,South Dakota,constitution party,4064,370093
2016,Tennessee,republican,1522925,2508027
2016,Tennessee,democrat,870695,2508027
2016,Tennessee,independent,100618,2508027
2016,Tennessee,,13789,2508027
2016,Texas,republican,4685047,8969226
2016,Texas,democrat,3877868,8969226
2016,Texas,libertarian,283492,8969226
2016,Texas,green,71558,8969226
2016,Texas,,51261,8969226
2016,Utah,republican,515211,1131317
2016,Utah,democrat,310674,1131317
2016,Utah,no party affiliation,255060,1131317
2016,Utah,libertarian,39608,1131317
2016,Utah,constitution party,8032,1131317
2016,Utah,independent american,2732,1131317
2016,Vermont,democrat,178573,320467
2016,Vermont,republican,95369,320467
2016,Vermont,,22899,320467
2016,Vermont,libertarian,10078,320467
2016,Vermont,green,6758,320467
2016,Vermont,,4574,320467
